Marque/Modele,Annee,Kilometrage,Etat,Prix,Carburant,Transmission
Audi A1 Sportback,2023,10 800 km,Occasion,25 999 €,Essence,Auto.
Audi Q3,2020,76 170 km,Occasion,26 999 €,Micro-hybride,Auto.
Seat Leon,2021,24 940 km,Occasion,25 399 €,Hybride,Auto.
Audi Q3 Sportback,2022,29 250 km,Occasion,41 999 €,Hybride,Auto.
Citroën C4 SPACETOURER,2019,106 470 km,Occasion,13 799 €,Diesel,Manuelle
Jeep Compass,2023,37 599 km,Occasion,30 799 €,Hybride,Auto.
Skoda Fabia,2023,9 343 km,Occasion,21 799 €,Essence,Auto.
Opel Astra,2019,50 472 km,Occasion,13 999 €,Diesel,Manuelle
BMW X2,2018,100 691 km,Occasion,19 499 €,Essence,Auto.
Opel GRANDLAND,2023,18 460 km,Occasion,19 999 €,Essence,Manuelle
Seat Ateca,2023,13 063 km,Occasion,28 099 €,Diesel,Manuelle
Peugeot RIFTER,2019,53 662 km,Occasion,18 499 €,Essence,Manuelle
Skoda Karoq,2023,29 017 km,Occasion,27 999 €,Diesel,Auto.
Suzuki Ignis,2019,55 680 km,Occasion,12 799 €,Micro-hybride,Manuelle
BMW I3,2018,92 400 km,Occasion,14 699 €,Électrique,Auto.
BMW Série 2 Active Tourer,2018,26 873 km,Occasion,20 499 €,Hybride,Auto.
Kia Stonic,2018,52 725 km,Occasion,13 999 €,Essence,Manuelle
Renault Mégane E-TECH,2022,17 843 km,Occasion,27 499 €,Électrique,Auto.
Toyota Corolla Touring Sports,2019,146 345 km,Occasion,17 499 €,Hybride,Auto.
Skoda Karoq,2023,19 885 km,Occasion,25 299 €,Essence,Manuelle
Cupra LEON,2022,67 739 km,Occasion,24 499 €,Hybride,Auto.
Skoda KAMIQ,2023,17 685 km,Occasion,22 999 €,Essence,Auto.
Audi Q3,2019,62 468 km,Occasion,30 099 €,Diesel,Auto.
Citroën C4 Picasso,2017,83 340 km,Occasion,10 999 €,Essence,Manuelle
Peugeot RIFTER,2020,19 135 km,Occasion,24 999 €,Diesel,Manuelle
Toyota Aygo,2018,17 887 km,Occasion,10 799 €,Essence,Manuelle
Renault Espace 5,2018,105 509 km,Occasion,19 999 €,Diesel,Auto.
BMW X2,2022,10 540 km,Occasion,32 099 €,Hybride,Auto.
BMW Série 2 Active Tourer,2017,60 949 km,Occasion,19 099 €,Hybride,Auto.
Volvo XC40,2021,31 547 km,Occasion,33 999 €,Hybride,Auto.
Seat Ateca,2020,98 100 km,Occasion,20 999 €,Diesel,Auto.
Skoda Fabia,2023,22 573 km,Occasion,17 799 €,Essence,Manuelle
Seat Ateca,2020,109 548 km,Occasion,23 499 €,Diesel,Auto.
Skoda KAMIQ,2023,19 745 km,Occasion,22 999 €,Essence,Auto.
Seat Ateca,2024,26 720 km,Occasion,34 799 €,Diesel,Auto.
Opel Grandland,2023,13 733 km,Occasion,25 299 €,Essence,Auto.
Seat Ateca,2023,22 555 km,Occasion,27 099 €,Diesel,Manuelle
Audi A5 Sportback,2019,47 830 km,Occasion,32 099 €,Essence,Auto.
Lynk&Co 01,2022,22 723 km,Occasion,26 499 €,Hybride,Auto.
Citroën C4 Picasso,2017,112 865 km,Occasion,12 999 €,Diesel,Manuelle
Citroën C4 Picasso,2017,129 450 km,Occasion,9 999 €,Essence,Manuelle
BMW X5,2017,133 678 km,Occasion,27 999 €,Hybride,Auto.
BMW Série 2 Active Tourer,2019,44 863 km,Occasion,25 799 €,Diesel,Auto.
Citroën C4 Picasso,2017,106 445 km,Occasion,11 999 €,Essence,Auto.
Jeep Compass,2022,65 380 km,Occasion,24 499 €,Hybride,Auto.
BMW Série 2 Active Tourer,2021,48 437 km,Occasion,24 099 €,Diesel,Auto.
BMW X3,2023,32 200 km,Occasion,52 399 €,Hybride,Auto.
Citroën C4 Picasso,2018,99 823 km,Occasion,10 499 €,Essence,Manuelle
Opel Astra,2021,103 147 km,Occasion,12 199 €,Diesel,Auto.
Kia Stonic,2021,76 531 km,Occasion,15 499 €,Micro-hybride,Auto.
Peugeot RIFTER,2019,88 880 km,Occasion,20 999 €,Diesel,Manuelle
BMW X2,2022,47 278 km,Occasion,32 999 €,Hybride,Auto.
Citroën C1,2018,97 087 km,Occasion,8 499 €,Essence,Manuelle
Citroën C1,2020,6 040 km,Occasion,12 699 €,Essence,Manuelle
Kia E-Soul,2021,9 599 km,Occasion,19 699 €,Électrique,Auto.
Jeep Compass,2019,47 866 km,Occasion,19 799 €,Essence,Manuelle
Opel Astra Sports Tourer,2020,45 904 km,Occasion,15 999 €,Essence,Manuelle
Renault Espace 5,2020,122 819 km,Occasion,21 999 €,Diesel,Auto.
Skoda Fabia,2023,35 044 km,Occasion,21 199 €,Essence,Auto.
Mini Clubman,2022,47 689 km,Occasion,21 899 €,Essence,Auto.
Citroën C1,2018,23 856 km,Occasion,9 299 €,Essence,Manuelle
BMW X3,2019,44 421 km,Occasion,35 999 €,Diesel,Auto.
Skoda Karoq,2018,110 235 km,Occasion,15 999 €,Essence,Manuelle
Lexus UX,2023,7 100 km,Occasion,32 999 €,Hybride,Auto.
Peugeot RIFTER,2020,60 835 km,Occasion,18 999 €,Diesel,Manuelle
Seat Ateca,2023,24 260 km,Occasion,27 099 €,Diesel,Manuelle
BMW Série 2 Active Tourer,2017,104 493 km,Occasion,14 999 €,Diesel,Manuelle
Opel Astra,2023,9 600 km,Occasion,24 999 €,Essence,Auto.
Jeep Compass,2022,61 483 km,Occasion,24 499 €,Hybride,Auto.
Citroën C4 Picasso,2016,100 340 km,Occasion,9 999 €,Essence,Manuelle
Citroën C4 Picasso,2016,114 530 km,Occasion,9 799 €,Essence,Manuelle
Suzuki VITARA,2016,124 006 km,Occasion,11 499 €,Essence,Manuelle
Skoda Fabia,2023,34 083 km,Occasion,21 199 €,Essence,Auto.
Jeep Compass,2020,77 458 km,Occasion,20 299 €,Diesel,Auto.
Peugeot Expert Fourgon,2023,2 934 km,Occasion,30 999 €,Diesel,Auto.
Skoda Kamiq,2022,12 665 km,Occasion,22 199 €,Essence,Manuelle
Skoda Fabia,2022,10 880 km,Occasion,17 499 €,Essence,Manuelle
Mercedes Classe B,2019,85 925 km,Occasion,20 999 €,Diesel,Auto.
Jeep Compass,2022,62 055 km,Occasion,21 999 €,Diesel,Manuelle
MG EHS,2023,45 630 km,Occasion,22 799 €,Hybride,Auto.
Honda CR-V,2021,70 171 km,Occasion,26 999 €,Hybride,Auto.
BMW X2,2023,49 326 km,Occasion,32 499 €,Essence,Auto.
Peugeot 2008,2021,45 761 km,Occasion,15 599 €,Essence,Manuelle
Jeep Compass,2020,110 165 km,Occasion,16 999 €,Diesel,Manuelle
Seat Ateca,2019,142 640 km,Occasion,18 999 €,Essence,Auto.
Kia Ceed,2022,62 793 km,Occasion,20 999 €,Micro-hybride,Manuelle
Seat Ateca,2023,23 870 km,Occasion,27 099 €,Diesel,Manuelle
Skoda Fabia,2023,23 993 km,Occasion,17 999 €,Essence,Manuelle
Peugeot RIFTER,2019,85 885 km,Occasion,16 999 €,Essence,Manuelle
Peugeot RIFTER,2019,67 845 km,Occasion,20 999 €,Diesel,Manuelle
Opel Astra,2020,70 751 km,Occasion,13 499 €,Diesel,Manuelle
Kia Stonic,2018,104 255 km,Occasion,11 999 €,Essence,Manuelle
Skoda Fabia,2023,10 473 km,Occasion,21 799 €,Essence,Auto.
Suzuki Vitara,2022,7 593 km,Occasion,26 499 €,Hybride,Auto.
Peugeot RIFTER,2020,61 015 km,Occasion,18 999 €,Diesel,Manuelle
Renault Grand Kangoo,2017,95 538 km,Occasion,13 999 €,Diesel,Manuelle
Citroën C4 Picasso,2018,79 510 km,Occasion,11 499 €,Essence,Manuelle
Skoda Karoq,2023,14 021 km,Occasion,30 499 €,Essence,Auto.
Kia Ceed,2023,13 841 km,Occasion,24 999 €,Essence,Auto.
Ford Focus SW,2023,19 556 km,Occasion,24 899 €,Micro-hybride,Auto.
BMW X2,2022,47 715 km,Occasion,33 999 €,Hybride,Auto.
BMW X2,2018,82 450 km,Occasion,27 499 €,Diesel,Auto.
Kia e-NIro,2022,32 144 km,Occasion,23 999 €,Électrique,Auto.
Suzuki Swift,2024,8 410 km,Occasion,21 699 €,Micro-hybride,Manuelle
Infiniti Q30,2018,61 427 km,Occasion,15 699 €,Diesel,Auto.
Seat Ateca,2023,12 635 km,Occasion,28 099 €,Diesel,Manuelle
Mini Clubman,2018,20 720 km,Occasion,20 999 €,Essence,Auto.
Volkswagen Passat SW,2023,13 030 km,Occasion,49 399 €,Diesel,Auto.
Citroën C4 Picasso,2017,41 847 km,Occasion,17 999 €,Diesel,Auto.
Skoda Fabia,2023,37 011 km,Occasion,20 999 €,Essence,Auto.
Renault Mégane 4 Estate,2019,114 626 km,Occasion,12 999 €,Essence,Auto.
Jeep Compass,2022,50 663 km,Occasion,22 899 €,Diesel,Manuelle
Hyundai i30,2017,118 416 km,Occasion,13 499 €,Essence,Auto.
BMW X3,2021,64 463 km,Occasion,40 099 €,Hybride,Auto.
Skoda Kamiq,2023,21 802 km,Occasion,22 199 €,Essence,Manuelle
Nissan Leaf,2022,920 km,Occasion,19 999 €,Électrique,Auto.
BMW X2,2023,31 150 km,Occasion,34 599 €,Essence,Auto.
BMW X2,2022,52 815 km,Occasion,32 999 €,Hybride,Auto.
Skoda Kamiq,2023,21 886 km,Occasion,22 499 €,Essence,Manuelle
BMW X2,2023,17 155 km,Occasion,34 999 €,Essence,Auto.
Citroën C4 Picasso,2017,95 450 km,Occasion,11 999 €,Essence,Manuelle
Kia XCEED,2022,16 167 km,Occasion,26 999 €,Hybride,Auto.
Citroën C1,2019,27 505 km,Occasion,10 299 €,Essence,Manuelle
Cupra Leon Sportstourer,2023,22 580 km,Occasion,28 999 €,Essence,Auto.
Renault Mégane 4 Estate,2017,123 253 km,Occasion,11 299 €,Essence,Auto.
BMW X3,2020,31 987 km,Occasion,35 999 €,Hybride,Auto.
Suzuki Swift,2021,30 257 km,Occasion,14 799 €,Micro-hybride,Manuelle
Mini Countryman,2022,35 840 km,Occasion,29 999 €,Hybride,Auto.
Ford Ecosport,2016,55 185 km,Occasion,11 499 €,Essence,Manuelle
Skoda Kamiq,2023,21 264 km,Occasion,23 499 €,Essence,Auto.
Volkswagen ID.5,2022,15 630 km,Occasion,36 499 €,Électrique,Auto.
Seat Ateca,2020,93 186 km,Occasion,21 499 €,Diesel,Manuelle
Volkswagen Up,2017,24 299 km,Occasion,10 299 €,Électrique,Auto.
BMW X2,2022,22 005 km,Occasion,34 199 €,Essence,Auto.
MG ZS,2022,25 870 km,Occasion,22 999 €,Électrique,Auto.
Skoda Fabia,2023,26 220 km,Occasion,21 199 €,Essence,Auto.
Suzuki VITARA,2019,102 886 km,Occasion,12 699 €,Essence,Manuelle
Kia Ceed,2024,15 694 km,Occasion,18 999 €,Essence,Manuelle
Opel Astra Sports Tourer,2016,94 193 km,Occasion,10 499 €,Diesel,Manuelle
Renault Mégane 4 Estate,2017,120 215 km,Occasion,14 999 €,Diesel,Auto.
Renault Mégane 4 Estate,2020,65 684 km,Occasion,15 999 €,Diesel,Manuelle
Renault Mégane 4 Estate,2022,114 976 km,Occasion,14 999 €,Diesel,Auto.
Audi A4 Avant,2023,22 092 km,Occasion,35 999 €,Diesel,Auto.
Ford Focus SW,2023,24 125 km,Occasion,24 999 €,Micro-hybride,Manuelle
Skoda Kamiq,2023,35 213 km,Occasion,20 999 €,Essence,Manuelle
Renault Mégane 4 Estate,2017,96 300 km,Occasion,11 999 €,Essence,Manuelle
Skoda Fabia,2023,42 706 km,Occasion,21 899 €,Essence,Auto.
Renault Espace 5,2020,92 925 km,Occasion,27 999 €,Diesel,Auto.
Fiat Panda,2022,68 132 km,Occasion,9 999 €,Micro-hybride,Manuelle
Skoda Kamiq,2023,39 661 km,Occasion,21 299 €,Essence,Manuelle
Volvo XC40,2019,118 762 km,Occasion,21 499 €,Diesel,Auto.
Nissan Leaf,2018,130 716 km,Occasion,11 299 €,Électrique,Auto.
Renault Talisman,2020,134 344 km,Occasion,12 799 €,Essence,Auto.
Nissan Leaf,2019,13 140 km,Occasion,16 799 €,Électrique,Auto.
Kia Xceed,2022,35 344 km,Occasion,21 999 €,Hybride,Auto.
Peugeot Expert Fourgon,2022,3 693 km,Occasion,25 399 €,Diesel,Manuelle
Skoda Kamiq,2023,26 349 km,Occasion,24 499 €,Essence,Auto.
Ford Mustang MACH-E,2023,12 052 km,Occasion,33 999 €,Électrique,Auto.
Mercedes GLB,2024,19 799 km,Occasion,46 899 €,Diesel,Auto.
BMW X2,2023,25 703 km,Occasion,34 499 €,Essence,Auto.
Skoda Citigo,2019,36 990 km,Occasion,8 999 €,Essence,Manuelle
Hyundai Ioniq,2018,78 080 km,Occasion,15 999 €,Hybride,Auto.
Fiat 600,2024,1 739 km,Occasion,25 999 €,Micro-hybride,Auto.
Kia Ceed,2023,17 902 km,Occasion,19 799 €,Essence,Manuelle
Jeep Compass,2022,34 652 km,Occasion,27 399 €,Micro-hybride,Auto.
BMW X2,2023,44 640 km,Occasion,31 999 €,Essence,Auto.
Volkswagen Touran,2023,52 261 km,Occasion,31 999 €,Diesel,Auto.
Dacia Lodgy,2018,144 260 km,Occasion,9 599 €,Essence,Manuelle
Renault Espace 5,2018,67 718 km,Occasion,21 999 €,Diesel,Auto.
Hyundai i40 SW,2017,99 998 km,Occasion,14 499 €,Diesel,Auto.
Fiat Punto,2017,41 591 km,Occasion,8 999 €,Essence,Manuelle
Volkswagen Passat SW,2023,22 900 km,Occasion,30 499 €,Diesel,Auto.
Ford S-Max,2020,114 474 km,Occasion,21 499 €,Diesel,Auto.
Volkswagen Sharan,2018,113 681 km,Occasion,21 499 €,Diesel,Manuelle
Skoda Kodiaq,2022,85 852 km,Occasion,29 999 €,Diesel,Auto.
MG EHS,2023,43 055 km,Occasion,22 999 €,Hybride,Auto.
Toyota CAMRY,2023,21 940 km,Occasion,34 499 €,Hybride,Auto.
Hyundai BAYON,2022,45 140 km,Occasion,16 499 €,Micro-hybride,Manuelle
Skoda Octavia Combi,2023,33 033 km,Occasion,28 999 €,Micro-hybride,Auto.
Renault Mégane 4 Estate,2020,129 163 km,Occasion,11 199 €,Diesel,Manuelle
Audi A6 Allroad,2015,129 711 km,Occasion,22 999 €,Diesel,Auto.
MG EHS,2023,43 875 km,Occasion,29 999 €,Hybride,Auto.
Volkswagen Tiguan Allspace,2023,19 831 km,Occasion,37 299 €,Diesel,Auto.
Renault Talisman Estate,2017,125 949 km,Occasion,15 999 €,Diesel,Auto.
Volkswagen Touran,2024,9 000 km,Occasion,37 795 €,Essence,Auto.
Volkswagen Up,2023,3 965 km,Occasion,15 999 €,Électrique,Auto.
Audi Q3 Sportback,2021,30 043 km,Occasion,29 599 €,Essence,Manuelle
Fiat Panda,2020,25 511 km,Occasion,9 999 €,Essence,Manuelle
Opel INSIGNIA GRAND SPORT,2021,75 880 km,Occasion,17 799 €,Diesel,Auto.
Nissan Leaf,2018,30 246 km,Occasion,15 599 €,Électrique,Auto.
Volkswagen Touran,2024,11 470 km,Occasion,38 299 €,Essence,Auto.
Mazda CX-30,2024,8 120 km,Occasion,28 999 €,Micro-hybride,Auto.
Volkswagen Golf SW,2018,114 870 km,Occasion,12 499 €,Essence,Manuelle
Kia Ceed,2023,11 672 km,Occasion,19 999 €,Essence,Manuelle
Mercedes CLA Shooting Brake,2019,69 772 km,Occasion,24 999 €,Essence,Auto.
Audi SQ7,2016,106 015 km,Occasion,48 999 €,Diesel,Auto.
Renault Talisman,2020,58 560 km,Occasion,17 999 €,Diesel,Manuelle
Toyota CAMRY,2023,24 494 km,Occasion,35 999 €,Hybride,Auto.
Kia Rio,2022,12 312 km,Occasion,15 499 €,Essence,Manuelle
Mercedes CLA Shooting Brake,2021,58 168 km,Occasion,28 099 €,Diesel,Auto.
Fiat 600,2023,6 722 km,Occasion,24 999 €,Électrique,Auto.
Skoda Superb,2023,27 104 km,Occasion,32 999 €,Diesel,Auto.
Kia XCEED,2023,18 040 km,Occasion,27 299 €,Hybride,Auto.
DS DS7,2023,13 745 km,Occasion,34 899 €,Diesel,Auto.
Mercedes Classe B,2019,47 563 km,Occasion,22 499 €,Diesel,Auto.
MG EHS,2023,56 925 km,Occasion,23 099 €,Hybride,Auto.
Fiat Panda,2019,39 746 km,Occasion,9 199 €,Essence,Manuelle
Dacia Lodgy,2018,50 042 km,Occasion,13 499 €,Essence,Manuelle
Citroën JUMPY FOURGON,2022,810 km,Occasion,26 499 €,Diesel,Manuelle
Mitsubishi ECLIPSE CROSS,2023,15 295 km,Occasion,30 499 €,Hybride,Auto.
Mercedes Classe B,2017,79 713 km,Occasion,17 499 €,Essence,Manuelle
Opel Corsa,2021,35 490 km,Occasion,16 499 €,Électrique,Auto.
Renault Talisman Estate,2020,104 815 km,Occasion,18 999 €,Diesel,Auto.
Audi A4 Avant,2021,141 050 km,Occasion,20 999 €,Micro-hybride,Auto.
Fiat Panda,2022,8 485 km,Occasion,11 499 €,Micro-hybride,Manuelle
Kia Xceed,2023,10 046 km,Occasion,24 499 €,Essence,Manuelle
Volvo XC60,2022,65 610 km,Occasion,36 999 €,Micro-hybride,Auto.
Hyundai i30,2024,12 121 km,Occasion,21 499 €,Micro-hybride,Manuelle
Mercedes CLA,2018,54 898 km,Occasion,25 999 €,Diesel,Auto.
Skoda Superb,2023,12 827 km,Occasion,34 499 €,Diesel,Auto.
Hyundai i30,2021,33 917 km,Occasion,18 999 €,Micro-hybride,Manuelle
Ford Ecosport,2018,79 146 km,Occasion,12 699 €,Essence,Manuelle
Peugeot 208 ELECTRIQUE,2021,21 596 km,Occasion,17 999 €,Électrique,Auto.
Audi Q5,2020,25 744 km,Occasion,43 099 €,Hybride,Auto.
Peugeot 308,2023,5 853 km,Occasion,32 999 €,Électrique,Auto.
Mitsubishi ECLIPSE CROSS,2023,19 005 km,Occasion,30 499 €,Hybride,Auto.
Volvo XC40,2023,39 440 km,Occasion,30 999 €,Micro-hybride,Auto.
Fiat Panda,2020,17 593 km,Occasion,10 699 €,Essence,Manuelle
Kia Rio,2022,16 827 km,Occasion,14 499 €,Essence,Manuelle
Skoda Octavia Combi,2023,30 941 km,Occasion,29 499 €,Diesel,Auto.
Honda CR-V,2017,143 820 km,Occasion,16 999 €,Diesel,Auto.
BMW X3,2019,79 230 km,Occasion,28 999 €,Diesel,Auto.
Mitsubishi ECLIPSE CROSS,2022,61 075 km,Occasion,23 999 €,Hybride,Auto.
Fiat Tipo SW,2017,102 691 km,Occasion,10 999 €,Diesel,Manuelle
Volvo XC60,2022,64 513 km,Occasion,36 999 €,Micro-hybride,Auto.
Toyota Proace Verso,2023,10 km,Occasion,34 499 €,Essence,Manuelle
Dacia Lodgy,2018,64 771 km,Occasion,13 499 €,Essence,Manuelle
Nissan Leaf,2021,21 910 km,Occasion,15 799 €,Électrique,Auto.
Hyundai i30,2023,12 330 km,Occasion,25 499 €,Micro-hybride,Auto.
Opel INSIGNIA GRAND SPORT,2021,29 115 km,Occasion,21 799 €,Diesel,Auto.
BMW Série 2 Gran Tourer,2022,94 647 km,Occasion,22 499 €,Essence,Auto.
Fiat Panda,2017,73 388 km,Occasion,9 499 €,Essence,Manuelle
Fiat Tipo SW,2020,104 073 km,Occasion,11 599 €,Diesel,Manuelle
Skoda Superb,2023,20 640 km,Occasion,35 699 €,Diesel,Auto.
DS DS 3 ELECTRIQUE,2023,12 997 km,Occasion,28 999 €,Électrique,Auto.
Mercedes CLA Shooting Brake,2023,13 690 km,Occasion,38 999 €,Essence,Auto.
Lexus UX,2021,38 539 km,Occasion,24 499 €,Hybride,Auto.
Skoda Superb,2023,20 236 km,Occasion,33 499 €,Diesel,Auto.
Audi A3,2019,61 543 km,Occasion,20 999 €,Diesel,Manuelle
Volkswagen Passat SW,2015,111 142 km,Occasion,15 999 €,Diesel,Manuelle
Skoda Octavia Combi,2020,132 867 km,Occasion,18 999 €,Diesel,Manuelle
Mercedes CLA Shooting Brake,2020,56 839 km,Occasion,25 399 €,Essence,Manuelle
Mini Countryman,2019,50 500 km,Occasion,22 499 €,Essence,Auto.
Fiat Panda,2022,46 234 km,Occasion,10 499 €,Micro-hybride,Manuelle
Cupra Leon Sportstourer,2023,1 990 km,Occasion,36 899 €,Diesel,Auto.
Audi A3 Berline,2023,3 585 km,Occasion,32 999 €,Micro-hybride,Auto.
Volvo XC40,2019,72 441 km,Occasion,27 699 €,Essence,Auto.
Mini Mini countryman,2020,67 211 km,Occasion,24 999 €,Diesel,Auto.
Volkswagen Passat SW,2023,26 320 km,Occasion,30 499 €,Diesel,Auto.
Kia Ceed,2018,117 394 km,Occasion,11 999 €,Essence,Manuelle
Mercedes CLA Shooting Brake,2023,9 332 km,Occasion,40 999 €,Diesel,Auto.
Volvo XC60,2022,40 470 km,Occasion,44 999 €,Hybride,Auto.
Lexus UX,2020,39 694 km,Occasion,21 999 €,Hybride,Auto.
Volkswagen Golf SW,2018,61 960 km,Occasion,19 299 €,Essence,Auto.
Ford C-Max,2016,79 040 km,Occasion,11 299 €,Essence,Manuelle
Mercedes CLA,2020,38 378 km,Occasion,30 999 €,Hybride,Auto.
Volvo V60,2021,46 688 km,Occasion,26 299 €,Diesel,Auto.
Opel Mokka X,2018,62 393 km,Occasion,13 999 €,Diesel,Manuelle
Fiat Panda,2016,82 259 km,Occasion,9 499 €,Diesel,Manuelle
Mazda CX-5,2014,120 271 km,Occasion,14 799 €,Diesel,Auto.
Skoda Scala,2022,14 920 km,Occasion,20 999 €,Essence,Auto.
Renault Talisman,2020,108 062 km,Occasion,16 999 €,Diesel,Auto.
Mercedes CLA Shooting Brake,2022,14 702 km,Occasion,36 499 €,Diesel,Auto.
Opel Mokka X,2018,126 707 km,Occasion,10 499 €,Essence,Manuelle
Ford Ecosport,2018,44 910 km,Occasion,15 799 €,Essence,Auto.
Volkswagen Up,2018,47 840 km,Occasion,10 599 €,Essence,Manuelle
Lexus UX,2021,36 347 km,Occasion,24 999 €,Hybride,Auto.
Dacia Logan MCV,2020,49 230 km,Occasion,12 499 €,Essence,Manuelle
Mini Countryman,2018,43 040 km,Occasion,25 499 €,Essence,Auto.
Hyundai i30,2022,29 609 km,Occasion,22 259 €,Micro-hybride,Manuelle
Mazda CX-5,2018,75 830 km,Occasion,19 299 €,Diesel,Manuelle
Jeep Avenger,2024,20 547 km,Occasion,22 899 €,Essence,Manuelle
Cupra Leon Sportstourer,2022,18 390 km,Occasion,30 299 €,Hybride,Auto.
Mini Countryman,2019,72 095 km,Occasion,21 999 €,Essence,Auto.
Seat Leon Sportstourer,2022,85 238 km,Occasion,19 499 €,Diesel,Auto.
Abarth 595C,2020,55 750 km,Occasion,19 999 €,Essence,Manuelle
Smart Fortwo Coupé,2020,27 463 km,Occasion,14 499 €,Électrique,Auto.
Skoda Scala,2023,27 297 km,Occasion,17 999 €,Essence,Manuelle
Volkswagen Passat SW,2023,10 km,Occasion,35 899 €,Diesel,Auto.
Skoda Scala,2023,12 756 km,Occasion,21 499 €,Essence,Auto.
Skoda Scala,2023,30 295 km,Occasion,17 999 €,Essence,Manuelle
Skoda Octavia Combi,2023,26 531 km,Occasion,30 999 €,Diesel,Auto.
Dacia Logan MCV,2015,117 320 km,Occasion,8 299 €,Essence,Manuelle
Fiat Panda,2022,63 840 km,Occasion,10 599 €,Micro-hybride,Manuelle
Skoda Scala,2023,22 743 km,Occasion,17 999 €,Essence,Manuelle
Fiat 500 L,2018,114 472 km,Occasion,10 999 €,Diesel,Manuelle
Fiat 500L,2019,116 697 km,Occasion,11 999 €,Diesel,Manuelle
Skoda Scala,2023,26 810 km,Occasion,21 999 €,Essence,Manuelle
Citroën Grand C4 Picasso,2016,140 770 km,Occasion,11 999 €,Diesel,Manuelle
Mitsubishi ECLIPSE CROSS,2022,15 558 km,Occasion,27 999 €,Hybride,Auto.
Fiat TIPO Station Wagon,2018,119 703 km,Occasion,10 999 €,Diesel,Auto.
BMW I3,2020,89 870 km,Occasion,14 999 €,Électrique,Auto.
Skoda Scala,2023,27 037 km,Occasion,22 499 €,Essence,Manuelle
Mercedes Classe C,2021,87 858 km,Occasion,26 999 €,Diesel,Auto.
Skoda Octavia,2020,64 955 km,Occasion,19 999 €,Diesel,Auto.
Renault MASTER FOURGON,2023,10 km,Occasion,30 999 €,Diesel,Manuelle
Skoda Scala,2023,35 111 km,Occasion,21 499 €,Essence,Manuelle
Volkswagen Passat SW,2023,26 750 km,Occasion,33 999 €,Diesel,Auto.
Mercedes CLA Shooting Brake,2023,24 725 km,Occasion,39 799 €,Diesel,Auto.
BMW Série 3 Touring,2021,36 555 km,Occasion,37 499 €,Micro-hybride,Auto.
Renault Koleos,2018,44 831 km,Occasion,21 499 €,Diesel,Auto.
Honda HR-V,2022,33 236 km,Occasion,25 999 €,Hybride,Auto.
Volvo XC60,2020,95 329 km,Occasion,27 999 €,Diesel,Auto.
Mercedes CLA Shooting Brake,2021,42 208 km,Occasion,28 499 €,Diesel,Auto.
Volkswagen Passat SW,2023,26 480 km,Occasion,30 999 €,Diesel,Auto.
Mazda CX-3,2017,34 290 km,Occasion,16 499 €,Essence,Auto.
Volvo XC60,2016,129 162 km,Occasion,17 999 €,Diesel,Auto.
Hyundai Ioniq 5,2022,19 747 km,Occasion,28 699 €,Électrique,Auto.
Citroën C3,2017,44 988 km,Occasion,9 999 €,Essence,Manuelle
BMW Série 3,2020,62 281 km,Occasion,27 999 €,Essence,Auto.
Renault Koleos,2021,59 112 km,Occasion,22 999 €,Essence,Auto.
Skoda Octavia,2020,87 420 km,Occasion,17 999 €,Diesel,Manuelle
Jeep Avenger,2024,18 615 km,Occasion,22 999 €,Essence,Manuelle
Skoda Fabia Combi,2022,26 359 km,Occasion,18 499 €,Essence,Auto.
Audi A5 Sportback,2022,17 160 km,Occasion,35 399 €,Micro-hybride,Auto.
BMW Série 3 Touring,2022,59 148 km,Occasion,32 999 €,Micro-hybride,Auto.
Audi A5 Sportback,2017,71 375 km,Occasion,24 999 €,Essence,Auto.
BMW Série 3 Touring,2020,63 276 km,Occasion,25 799 €,Diesel,Manuelle
Volvo XC60,2017,113 137 km,Occasion,24 999 €,Diesel,Auto.
Volvo V40,2019,84 548 km,Occasion,17 999 €,Diesel,Auto.
Audi Q5,2020,101 834 km,Occasion,33 599 €,Diesel,Auto.
Mercedes CLA Shooting Brake,2023,12 444 km,Occasion,41 699 €,Diesel,Auto.
Dacia Logan MCV,2019,50 676 km,Occasion,12 027 €,Essence,Manuelle
Renault Koleos,2017,114 415 km,Occasion,17 799 €,Diesel,Auto.
Ford KA+,2019,29 867 km,Occasion,11 499 €,Essence,Manuelle
Skoda Scala,2022,41 456 km,Occasion,18 199 €,Essence,Manuelle
Mini Countryman,2018,100 849 km,Occasion,20 499 €,Diesel,Auto.
Alfa Romeo Stelvio,2017,64 337 km,Occasion,24 399 €,Diesel,Auto.
Ford KA+,2019,44 759 km,Occasion,10 799 €,Essence,Manuelle
Citroën Grand C4 Picasso,2016,82 960 km,Occasion,11 999 €,Essence,Manuelle
Seat Tarraco,2021,32 835 km,Occasion,31 799 €,Diesel,Auto.
BMW Série 3,2021,25 033 km,Occasion,31 099 €,Micro-hybride,Auto.
Mini Countryman,2023,9 985 km,Occasion,32 899 €,Essence,Auto.
Mazda CX-30,2024,9 780 km,Occasion,28 999 €,Micro-hybride,Auto.
Dacia Logan MCV,2019,54 738 km,Occasion,13 499 €,Essence,Manuelle
Citroën C-ZERO,2017,26 685 km,Occasion,7 299 €,Électrique,Auto.
Volkswagen Golf 7 SW,2020,70 956 km,Occasion,17 399 €,Diesel,Manuelle
Skoda Scala,2020,106 819 km,Occasion,15 299 €,Diesel,Auto.
